time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
13,819000;-1,7385;0,4649;-0,8681;1,998
13,839000;-0,5280;0,0910;-1,0886;1,213
13,858000;1,2134;-0,1834;-1,4467;1,897
13,879000;2,1317;-0,4629;-1,0852;2,436
13,899000;2,3982;-0,1736;-0,6333;2,486
13,919000;1,8653;0,6531;-0,1595;1,983
13,938000;2,7676;0,4182;0,3244;2,818
13,960000;2,2940;-0,4520;0,2862;2,356
13,981000;0,7567;-1,2169;0,3515;1,475
13,999000;0,1664;-1,1137;0,5583;1,257
14,019000;-0,0382;-0,5949;0,9267;1,102
14,039000;-0,7165;-0,7504;1,1874;1,577
14,058000;-0,6309;-0,9350;1,2070;1,652
14,079000;-0,3578;-0,8109;1,2051;1,496
14,103000;0,9100;1,5145;1,1711;2,120
14,123000;1,0702;2,2222;1,2910;2,784
14,149000;0,6080;1,4997;0,8387;1,823
14,161000;1,2368;1,0422;0,3700;1,659
14,180000;1,6437;0,6657;-0,2816;1,796
14,201000;-0,1416;-0,0512;-1,1447;1,155
14,225000;-2,1788;-1,6879;-1,3272;3,059
14,240000;-2,7226;-3,1008;-0,5516;4,163
14,261000;-2,0981;-2,7133;0,2994;3,443
14,281000;-0,1674;-0,6259;1,9517;2,056
14,300000;0,0883;0,6111;2,8838;2,949
14,321000;0,3758;1,0818;2,0414;2,341
14,344000;-0,6247;1,5803;0,4527;1,759
14,361000;-1,6282;1,0253;-0,4483;1,976
14,384000;-0,9705;0,0656;-1,3603;1,672
14,403000;-0,5298;-0,1063;-2,2455;2,310
14,422000;0,6607;0,5530;-2,4400;2,588
14,442000;-0,1322;-0,6492;-0,8569;1,083
14,462000;1,0425;-1,5065;1,0208;2,097
14,482000;2,2727;-0,8764;0,9483;2,614
14,505000;3,4133;0,3772;0,7062;3,506
14,528000;3,1120;0,0602;1,4075;3,416
14,548000;3,6053;-0,7073;2,1760;4,270
14,563000;2,9486;-1,3335;0,7051;3,312
14,583000;2,8502;-1,9014;-0,9569;3,557
14,605000;3,0600;-1,3390;-0,5925;3,392
14,627000;-0,0584;-2,5932;0,9962;2,779
14,644000;-2,3541;-2,5750;1,4669;3,785
14,663000;-4,2294;-3,1777;1,9414;5,635
14,683000;-3,5886;-3,5354;1,9469;5,401
14,704000;-2,5856;-2,0072;0,9821;3,417
14,723000;1,8848;-0,3951;0,7380;2,062
14,744000;2,4062;2,8576;1,1475;3,908
14,764000;1,2463;6,5479;-1,5730;6,849
14,783000;-1,6169;7,8957;-5,5655;9,794
14,804000;-1,8245;4,2055;-4,7454;6,598
14,825000;-1,7559;-0,1188;-2,2064;2,822
14,844000;-2,2619;-0,6861;-1,6800;2,900
15,006000;-0,0965;0,0276;-0,7172;0,724
15,027000;0,1236;-0,1362;-1,1701;1,184
15,045000;0,1561;-0,2660;-1,2724;1,309
15,066000;0,1278;-0,2449;-1,1993;1,231
15,086000;0,2238;-0,2220;-1,0037;1,052
15,106000;0,6270;-0,0904;-0,9053;1,105
15,129000;1,1357;0,1341;-0,7657;1,376
15,147000;1,0473;0,1004;-0,5347;1,180
15,167000;0,4601;-0,1010;-0,3113;0,565
15,187000;-0,0685;-0,3559;-0,0465;0,365
15,288000;0,0258;0,1337;0,0461;0,144
15,308000;0,0554;0,2923;0,1750;0,345
15,328000;0,1662;0,2317;0,2927;0,409
15,351000;0,2823;-0,0085;0,3472;0,448
15,369000;0,3355;-0,1837;0,3310;0,506
15,391000;0,3399;-0,2125;0,2689;0,483
15,409000;0,3286;-0,0916;0,1959;0,393
15,431000;0,3291;0,0396;0,1639;0,370
15,461000;0,3213;0,1177;0,1167;0,361
15,472000;0,2658;0,0053;0,1519;0,306
15,492000;0,2415;-0,2122;0,1170;0,342
15,522000;0,3589;-0,2599;-0,0475;0,446
15,532000;0,5924;-0,3679;-0,2234;0,732
15,552000;0,4175;-0,6323;2,3641;2,483
15,572000;0,5521;-0,3463;-1,7643;1,881
15,590000;1,2884;-0,6178;-2,8563;3,194
15,611000;0,7322;-0,6349;-0,7769;1,242
15,631000;0,2423;-0,0326;0,1280;0,276
15,650000;-0,2874;0,5071;1,1271;1,269
16,638000;-0,4388;-0,1715;0,5449;0,720
16,639000;-0,4055;-0,7814;0,2293;0,910
16,657000;-0,2769;-0,6289;0,3382;0,766
16,678000;-0,2574;-0,5182;0,3472;0,675
16,697000;0,2879;-0,8951;0,2203;0,966
16,838000;0,0339;0,2143;-0,3020;0,372
16,859000;0,0184;0,1823;0,3185;0,367
16,878000;-0,0531;0,0790;1,0279;1,032
16,899000;-0,0172;0,1313;1,4476;1,454
16,919000;0,0821;-0,0186;1,6167;1,619
16,940000;0,0688;-0,0534;1,5864;1,589
16,960000;-0,1712;0,0566;1,0672;1,082
16,981000;-0,2386;-0,0349;0,3501;0,425
17,006000;-0,2030;-0,0575;-0,0973;0,232
17,021000;-0,2040;0,0650;-0,4419;0,491
17,101000;-0,2090;0,0340;-0,1057;0,237
17,120000;-0,1065;-0,0187;0,0734;0,131
17,140000;0,0095;-0,0891;0,1942;0,214
17,161000;-0,0593;-0,0302;-0,0069;0,067
17,181000;-0,2178;0,0620;-0,0810;0,241
17,200000;-0,3961;0,1812;-0,0937;0,446
17,221000;-0,4824;0,2751;-0,1420;0,573
17,242000;-0,4636;0,3251;-0,2090;0,604
17,265000;-0,4446;0,2616;-0,2035;0,554
17,284000;-0,5087;0,2361;-0,0400;0,562
17,305000;-0,5127;0,2359;0,1226;0,578
17,323000;-0,5364;0,2099;0,0888;0,583
17,343000;-0,5484;0,2580;-0,0365;0,607
17,363000;-0,4461;0,2533;-0,0736;0,518
17,383000;-0,2779;0,2015;0,0245;0,344
17,402000;-0,1160;0,0744;0,1176;0,181
17,425000;-0,0558;-0,0122;-0,0314;0,065
17,442000;-0,1223;0,0266;-0,0797;0,148
17,465000;-0,0744;0,1248;-0,0168;0,146
17,484000;0,0769;0,1196;-0,0314;0,146
18,269000;0,1084;-0,0004;-0,1559;0,190
18,288000;0,0197;0,0481;0,0235;0,057
18,333000;-0,0280;0,0738;0,0669;0,103
18,334000;0,0039;0,0370;0,0640;0,074
18,349000;0,1204;0,1017;0,0236;0,159
20,927000;0,2680;-0,2262;-1,7910;1,825
20,947000;0,0614;-0,9320;-1,8782;2,098
21,908000;0,1090;-1,2564;-1,6603;2,085
21,909000;0,0774;-1,2563;-1,1972;1,737
21,909000;-0,0200;-1,2429;-0,5104;1,344
21,935000;-0,0841;0,3722;0,1838;0,424
21,967000;-0,1148;0,3892;0,2429;0,473
21,974000;-0,2099;0,3279;0,1659;0,423
21,994000;-0,2803;0,3489;-0,0027;0,448
22,017000;-0,2406;0,3126;-0,1183;0,412
29,627000;-0,0068;0,0125;-0,0412;0,044
29,647000;0,0312;0,0424;-0,0382;0,065
71,338000;0,0445;0,0384;-0,0263;0,064
71,339000;-0,0089;0,0106;-0,0191;0,024
71,339000;-0,0378;-0,0032;-0,0209;0,043
71,339000;-0,2318;1,3048;-0,0482;1,326
71,339000;-0,6017;0,9204;-0,7686;1,342
71,340000;-0,3668;0,0879;-1,4058;1,456
71,340000;0,0289;-0,1839;-0,8173;0,838
71,340000;0,5719;-0,0612;-0,1748;0,601
71,341000;0,6362;-0,2272;-1,6975;1,827
71,342000;0,6570;-0,3791;-2,2763;2,399
71,342000;0,5033;-0,4351;-2,5339;2,620
71,343000;0,3759;-0,3134;-2,3445;2,395
71,343000;0,3674;-0,3210;-1,6182;1,690
71,343000;-0,1250;0,4135;2,0110;2,057
71,344000;-0,3444;0,4925;2,1824;2,264
71,344000;-0,6118;0,4136;1,9096;2,047
71,344000;-0,4705;0,2587;1,0507;1,180
71,345000;-0,2541;0,3115;0,5437;0,676
71,345000;-0,0208;0,2639;0,0655;0,273
71,345000;0,0735;0,0479;-0,3644;0,375
71,345000;0,2403;0,1465;-1,2462;1,278
71,346000;0,2918;0,5918;-1,5786;1,711
71,346000;0,8549;0,7799;-0,5846;1,297
71,347000;1,1473;-1,5915;-0,4627;2,016
71,347000;-0,4739;-0,8931;-1,1300;1,516
71,347000;-1,2347;0,4143;-0,4220;1,369
71,348000;-2,7919;1,0973;0,5739;3,054
85,336000;-2,3441;2,3037;2,4250;4,084
85,337000;-0,3700;2,2071;-0,8217;2,384
85,337000;-0,9140;1,9431;0,3994;2,184
85,338000;-1,4327;1,6586;0,7923;2,331
85,338000;-1,6732;0,9553;-0,3670;1,961
85,338000;-1,5637;0,9026;-1,2955;2,222
85,339000;-6,3228;3,0486;8,9875;11,404
85,339000;-7,8231;3,9661;5,1876;10,190
85,339000;-8,1905;2,8041;1,3262;8,758
85,340000;-6,4180;2,0361;-3,2970;7,497
85,340000;3,2901;1,3461;-4,8579;6,020
85,341000;-3,7892;-1,2651;0,1117;3,996
85,341000;-3,2160;-1,1614;0,0976;3,421
85,342000;-2,3244;-1,1323;0,3264;2,606
85,342000;-1,7303;-0,7886;1,1429;2,219
85,342000;-1,4267;0,3281;1,8888;2,390
85,467000;-0,6383;-0,2403;0,5536;0,878
85,468000;0,0725;0,6646;-1,1402;1,322
85,469000;-0,9383;-0,7266;-0,7019;1,379
85,477000;-1,3074;-1,5670;0,5990;2,127
85,496000;-1,8645;-2,0979;1,3773;3,126
85,516000;-2,3849;-1,0034;1,5105;2,996
85,536000;-1,8558;0,1781;1,6104;2,464
85,557000;-1,9463;0,7340;1,5023;2,566
85,577000;-2,9118;0,5038;1,3572;3,252
85,597000;-4,1558;0,1876;0,8714;4,250
85,617000;-3,7902;-0,0827;0,9905;3,918
109,687000;5,6991;-8,3346;-1,7581;10,249
109,688000;5,0264;-8,5313;-2,2653;10,158
109,688000;4,9183;-8,0690;-3,2961;10,008
109,689000;3,5694;-5,9484;-3,7658;7,893
109,689000;-1,0257;1,5255;-3,6250;4,064
109,690000;-5,1262;9,8078;-2,3921;11,322
109,690000;-7,9697;13,9615;-0,3201;16,079
109,690000;-6,7445;12,9812;-1,5591;14,712
109,691000;-4,4923;10,0724;-2,6569;11,344
109,691000;-1,1158;4,6594;-1,7818;5,112
109,692000;0,1972;1,3996;2,0873;2,521
109,692000;3,8017;-1,9167;4,9172;6,504
109,706000;5,1907;-8,6304;-1,1543;10,137
109,724000;4,5914;-8,1565;-3,0242;9,836
109,750000;3,0826;-7,0108;-4,8103;9,044
109,765000;-2,0145;0,2684;-5,3944;5,765
109,785000;-7,2181;11,1235;-3,1489;13,629
109,805000;-10,0716;16,9399;1,0251;19,734
109,825000;-7,7567;13,2137;-1,5590;15,401
109,926000;7,1342;-6,0575;8,9244;12,932
109,946000;7,8801;-7,6589;6,6813;12,861
109,966000;5,0449;-7,8839;-2,5163;9,692
109,986000;3,8139;-8,5746;-3,7176;10,094
110,008000;4,0169;-9,1056;-2,7549;10,327
110,027000;4,0697;-8,8234;-2,3637;10,000
110,047000;4,1780;-4,3222;-2,7758;6,621
110,068000;-4,2919;14,7579;0,8233;15,391
110,087000;-11,7040;19,0533;5,4612;23,018
110,107000;-6,3635;12,5730;3,1007;14,429
110,444000;0,6367;3,7333;-3,1426;4,921
110,450000;3,5322;-2,1573;-3,0561;5,145
110,469000;4,2987;-6,2407;-1,5214;7,729
110,489000;3,1916;-7,4706;-0,3352;8,131
110,514000;2,9536;-8,2212;-1,0235;8,795
111,665000;0,0536;-0,4373;-1,1413;1,223
111,665000;-0,2305;0,4699;-0,1598;0,547
111,678000;-0,3549;1,0466;0,5451;1,232
111,697000;0,1430;1,1555;1,0691;1,581
111,718000;0,4251;2,6771;1,9867;3,361
112,265000;0,9187;1,3032;2,5169;2,979
112,282000;1,6365;1,1496;2,8544;3,485
112,302000;1,7542;0,8983;-0,0295;1,971
112,329000;-0,2458;3,3058;-2,9833;4,460
112,342000;-1,8149;5,6337;-2,8765;6,581
113,280000;-6,1864;5,8707;2,3164;8,838
113,281000;-3,8919;2,0344;0,2738;4,400
113,289000;-0,5776;-1,4900;2,0612;2,608
113,309000;2,0531;-4,7229;0,0508;5,150
113,329000;4,2804;-7,3512;-2,0453;8,749
116,854000;0,9188;-1,7255;-2,8413;3,449
116,970000;1,0167;-1,7198;-2,9920;3,598
116,971000;0,9878;-1,5870;-3,0576;3,584
116,971000;1,0549;-1,3117;-3,1396;3,562
116,972000;1,3301;-1,0538;-2,9030;3,363
117,157000;1,3386;3,3195;-1,2854;3,803
117,177000;-0,6797;5,0331;0,3308;5,090
117,208000;-1,3167;3,8838;-1,1104;4,249
117,216000;-2,7906;3,7062;-4,4708;6,443
117,237000;-4,3545;4,4906;-5,8678;8,577
117,257000;-4,6771;2,9677;-4,8289;7,349
117,278000;-3,8369;0,9186;-3,3638;5,185
117,300000;-2,7617;-1,1352;-3,0019;4,234
117,317000;-1,8980;-2,7641;-3,7376;5,021
117,341000;-1,3344;-3,8680;-4,0146;5,732
124,559000;1,6898;0,5207;-0,6177;1,873
124,560000;1,6578;1,3104;-0,0424;2,114
124,560000;1,7773;1,5682;1,1984;2,656
124,561000;1,3425;1,4999;2,4675;3,184
124,561000;-0,8027;2,5013;4,0829;4,855
124,561000;-3,8127;1,0020;-0,5906;3,986
124,562000;-3,5170;-0,5229;-1,6438;3,917
124,562000;-2,7461;-2,1870;-1,5699;3,846
124,567000;-2,0438;-3,6471;-0,8632;4,269
124,588000;-1,2432;-4,0287;-0,2002;4,221
124,610000;-1,0298;-3,5573;-0,3230;3,717
124,630000;-0,8625;-3,2901;-0,8582;3,508
124,650000;-0,9216;-3,0007;-1,1858;3,356
124,669000;-0,7632;-2,4565;-1,3270;2,894
124,689000;-0,5490;-1,8689;-0,8979;2,145
124,709000;-0,2311;-1,5673;-0,0307;1,584
124,728000;-0,2919;-1,0016;0,6320;1,220
124,749000;-0,1277;-0,7736;1,3959;1,601
124,772000;-0,1732;-0,4318;1,2162;1,302
124,791000;-0,0790;0,7621;0,9044;1,185
124,810000;0,3725;2,1535;1,2283;2,507
124,830000;0,9630;3,2351;1,5598;3,718
124,855000;1,8085;3,3909;1,4582;4,110
124,870000;2,0037;3,5089;0,8221;4,124
124,890000;1,3523;3,7638;-0,5957;4,043
130,346000;-0,0542;-0,0685;-0,2847;0,298
130,347000;-0,0602;-0,0885;-0,0762;0,131
130,350000;-0,0981;-0,0445;0,0176;0,109
130,352000;-0,1214;0,0630;-0,0178;0,138
130,353000;-0,0579;0,2054;-0,1181;0,244
130,353000;0,1103;0,2602;-0,2306;0,365
130,354000;0,2339;0,2665;-0,3124;0,473
130,354000;0,3025;0,2035;-0,3120;0,480
130,355000;0,3357;0,0434;-0,1744;0,381
130,356000;0,1843;-0,0112;-0,0329;0,188
130,356000;-0,0230;-0,0466;0,0378;0,064
130,357000;-0,2099;-0,1106;0,0986;0,257
130,357000;-0,3371;-0,1153;0,0860;0,367
130,368000;-0,2919;-0,0041;0,0940;0,307
130,370000;-0,1470;0,1214;0,0499;0,197
130,371000;0,0434;0,1218;-0,0272;0,132
130,371000;0,2098;0,0740;-0,0454;0,227
130,372000;0,2912;0,1271;-0,0609;0,323
130,372000;0,2231;0,1977;-0,1051;0,316
130,373000;0,1214;0,2107;-0,1782;0,301
130,373000;0,0302;0,1222;-0,1426;0,190
130,373000;-0,0695;0,0768;-0,0801;0,131
130,374000;-0,1770;0,0277;-0,0752;0,194
130,374000;-0,2086;-0,0312;-0,1067;0,236
130,375000;-0,1508;-0,0368;-0,1671;0,228
130,375000;-0,1153;0,0433;-0,2021;0,237
130,388000;-0,0701;0,1669;-0,1575;0,240
130,409000;-0,0244;0,1414;-0,1470;0,205
130,428000;-0,0223;0,1067;-0,2059;0,233
130,449000;-0,0524;0,1291;-0,1019;0,173
130,468000;-0,0817;0,1515;0,0421;0,177
130,489000;-0,1172;0,1261;0,0869;0,193
130,510000;-0,1292;0,0965;0,1352;0,210
130,529000;-0,1238;0,0669;0,1725;0,223
130,549000;-0,0331;0,0332;0,2428;0,247
130,569000;0,0461;-0,0727;0,1849;0,204
130,589000;0,0196;-0,0343;0,1589;0,164
130,609000;-0,0482;0,1015;0,1201;0,164
130,632000;0,0125;0,1753;0,1956;0,263
130,650000;0,2058;-0,1204;0,2311;0,332
130,670000;0,1069;0,2185;-0,0176;0,244
130,690000;0,1513;0,1360;0,2315;0,308
130,710000;0,3944;-0,0690;0,1874;0,442
130,730000;0,2258;0,0536;-0,0158;0,233
130,750000;0,0346;0,0772;-0,1929;0,211
130,771000;-0,0532;-0,2437;-0,3214;0,407
130,792000;-0,2708;-0,6774;-0,4629;0,864
130,811000;-0,4186;-0,8715;-0,6727;1,178
130,831000;-0,5580;-1,0028;-0,8821;1,447
130,851000;-0,6444;-1,0727;-1,0611;1,641
130,871000;-0,7859;-0,8911;-1,1644;1,664
130,891000;-1,0107;-0,4559;-1,1631;1,607
130,911000;-1,2592;0,0622;-1,0172;1,620
130,932000;-1,1660;0,3913;-0,8977;1,523
130,952000;-0,8230;0,5379;-0,8366;1,291
130,973000;-0,4915;0,4203;-0,7102;0,960
130,993000;-0,2384;0,3997;-0,3675;0,593
131,013000;-0,0713;0,6450;-0,1653;0,670
131,033000;0,3007;0,6982;0,2378;0,797
131,052000;0,7791;0,7226;0,8125;1,338
131,153000;1,3891;1,3676;1,7923;2,648
131,174000;1,3107;1,4719;1,3734;2,402
131,193000;1,3902;1,3764;1,2257;2,309
131,214000;1,4187;1,3351;0,9763;2,179
131,234000;1,4968;1,2151;0,6748;2,043
131,255000;1,4322;0,9666;0,3245;1,758
131,275000;1,2954;0,7189;0,0402;1,482
131,298000;1,0981;0,3958;-0,2800;1,200
131,315000;0,7843;0,2638;-0,4546;0,944
131,334000;0,4350;0,1755;-0,5365;0,713
131,356000;0,0235;0,2491;-0,8259;0,863
131,374000;-0,2247;0,0783;-0,8587;0,891
131,395000;-0,4348;-0,1099;-0,7954;0,913
131,416000;-0,6214;-0,1969;-0,6999;0,956
131,438000;-0,8935;-0,3245;-0,6375;1,145
131,456000;-0,9806;-0,4217;-0,6155;1,232
131,477000;-1,0243;-0,4828;-0,3357;1,181
131,498000;-1,2272;-0,6259;-0,2638;1,403
131,517000;-1,2828;-0,4964;-0,7076;1,547
131,537000;-1,1944;-0,3929;-0,7463;1,462
131,560000;-1,0801;-0,4832;-0,5507;1,305
131,658000;-0,3663;-0,2778;-0,4086;0,615
131,677000;-0,4543;-0,4136;-0,1248;0,627
131,697000;-0,5023;-0,3014;0,1426;0,603
131,720000;-0,4842;-0,2023;0,2035;0,563
131,737000;-0,3556;-0,1924;0,3825;0,557
131,759000;-0,3172;-0,1713;0,4102;0,546
131,780000;-0,2594;-0,1582;0,2930;0,422
131,802000;-0,1864;-0,1680;0,3013;0,392
131,828000;-0,1506;-0,1521;0,3292;0,393
131,838000;-0,1403;-0,1020;0,2098;0,272
131,859000;-0,1316;-0,0945;0,0298;0,165
131,879000;-0,1818;-0,0819;-0,0774;0,214
131,899000;-0,1906;-0,0204;-0,1512;0,244
131,923000;-0,1828;-0,0115;-0,1834;0,259
131,942000;-0,1493;0,0215;-0,1234;0,195
131,960000;-0,1533;0,0465;-0,0910;0,184
131,980000;-0,1385;0,0327;-0,0898;0,168
132,000000;-0,1556;0,0681;-0,1213;0,209
132,020000;-0,1295;0,0693;-0,0889;0,172
132,041000;-0,0843;0,0418;-0,0580;0,111
132,165000;0,0694;0,1296;0,0162;0,148
132,182000;0,0963;0,1118;0,0085;0,148
132,203000;0,0259;0,0489;0,0599;0,082
132,222000;-0,0446;0,0094;0,0375;0,059
132,242000;-0,0310;0,0257;-0,0418;0,058
132,266000;0,0580;0,0508;-0,0412;0,087
132,286000;0,0931;0,0993;-0,0394;0,142
132,302000;0,1022;0,1855;-0,0872;0,229
132,322000;0,1464;0,1297;-0,0698;0,208
132,342000;0,1158;0,0889;0,0509;0,155
132,363000;0,1191;0,0866;0,1180;0,189
132,383000;0,1443;0,0598;0,1306;0,204
132,403000;0,1309;0,0333;0,1447;0,198
132,423000;0,0241;0,0447;0,0602;0,079
132,448000;0,0010;0,0573;0,0184;0,060
132,464000;-0,0354;0,0496;-0,0106;0,062
132,483000;-0,0803;0,0568;-0,0879;0,132
132,509000;-0,0102;0,1024;-0,0823;0,132
132,527000;0,0403;0,0997;-0,1186;0,160
132,546000;0,0613;0,1110;-0,1261;0,179
132,566000;0,0337;0,0354;-0,0799;0,094
132,586000;-0,0660;0,0226;-0,0315;0,076
132,604000;-0,0794;0,0626;-0,0514;0,113
132,623000;-0,0168;0,1123;-0,1084;0,157
132,644000;0,0360;0,1084;-0,0942;0,148
132,666000;0,0127;0,0801;-0,0396;0,090
132,685000;-0,0160;0,0471;-0,0258;0,056
132,705000;-0,0173;0,0811;-0,0076;0,083
132,726000;-0,0089;0,0669;0,0165;0,070
132,744000;0,0094;0,0383;0,0229;0,046
132,766000;0,0318;0,0143;0,0430;0,055
132,785000;0,0474;0,0144;0,0939;0,106
132,806000;0,0158;0,0147;0,0656;0,069
132,830000;-0,0202;0,0247;0,0282;0,043
132,846000;-0,0091;0,0301;-0,0003;0,031
132,866000;0,0122;0,0262;-0,0158;0,033
132,886000;0,0288;0,0560;-0,0893;0,109
132,907000;0,0735;0,0854;-0,0847;0,141
132,928000;0,0954;0,0814;-0,1269;0,178
132,947000;0,1173;0,0915;-0,1443;0,207
132,966000;0,1109;0,0823;-0,1167;0,181
132,986000;0,1334;0,0921;-0,0977;0,189
133,007000;0,1455;0,1258;-0,1118;0,222
133,026000;0,1346;0,1788;-0,0955;0,243
133,057000;0,1412;0,1583;-0,0248;0,214
133,068000;0,1188;0,1335;0,0163;0,179
133,087000;0,1579;0,1133;-0,0194;0,195
133,107000;0,1901;0,0973;0,0173;0,214
133,128000;0,1127;0,0524;0,0536;0,135
133,148000;0,0402;0,0797;0,0159;0,091
133,168000;0,0947;0,0584;-0,0341;0,116
133,188000;0,0582;0,0840;0,0409;0,110
133,208000;0,0647;0,0920;0,0976;0,149
133,228000;0,1447;0,1330;0,0371;0,200
133,249000;0,2036;0,1302;0,0392;0,245
133,269000;0,1596;0,0403;0,0648;0,177
133,293000;0,0468;0,0136;0,0315;0,058
133,315000;-0,0118;0,0452;-0,0027;0,047
133,331000;0,0388;0,0899;-0,0383;0,105
133,349000;0,0766;0,1109;-0,1013;0,169
133,370000;0,0343;0,1172;-0,0985;0,157
133,393000;-0,0415;0,0850;-0,0906;0,131
133,410000;-0,0322;0,0768;-0,0440;0,094
133,432000;0,0131;0,0933;-0,0133;0,095
133,450000;-0,0016;0,0468;-0,0018;0,047
133,470000;-0,0300;0,0148;0,0054;0,034
133,490000;-0,0293;0,0019;0,0518;0,060
133,511000;-0,0664;0,0517;0,0636;0,105
133,532000;-0,0755;0,0490;0,0493;0,103
133,550000;-0,0504;0,0993;0,0831;0,139
133,573000;-0,0398;0,0925;0,0908;0,136
133,595000;-0,0387;0,0283;0,0342;0,059
133,614000;-0,0473;-0,0068;0,0536;0,072
133,632000;-0,0507;-0,0661;0,0712;0,110
133,655000;-0,0395;-0,0577;0,0353;0,078
133,673000;-0,1329;-0,0154;0,0129;0,134
133,693000;-0,1302;-0,0303;-0,1196;0,179
133,713000;-0,0939;-0,0506;-0,1772;0,207
133,731000;-0,1099;-0,0520;-0,1463;0,190
133,752000;-0,1400;-0,0724;-0,1485;0,217
133,772000;-0,1323;-0,0645;-0,2262;0,270
133,793000;-0,0960;-0,0715;-0,1558;0,196
133,814000;-0,1492;-0,1657;-0,0931;0,242
133,834000;-0,2817;-0,1392;-0,0386;0,317
133,853000;-0,2802;-0,0541;-0,0095;0,285
133,873000;-0,1677;0,0403;0,0059;0,173
133,894000;-0,0646;0,0733;-0,0315;0,103
133,913000;-0,0140;0,1102;-0,0820;0,138
133,936000;0,0264;0,0698;-0,0623;0,097
133,954000;0,0379;0,0636;0,0284;0,079
133,977000;0,0444;0,0916;-0,0112;0,102
133,996000;0,0366;0,0798;0,0131;0,089
134,015000;-0,0089;0,0689;0,0212;0,073
134,034000;-0,0447;0,0534;0,0577;0,090
134,056000;-0,0333;0,0574;0,0392;0,077
134,074000;-0,0303;0,0762;0,0153;0,083
134,095000;0,0157;0,0712;0,0091;0,073
134,115000;0,0230;0,0759;-0,0415;0,089
134,136000;-0,0029;0,0712;-0,0687;0,099
134,156000;-0,0191;0,0904;-0,1052;0,140
134,176000;0,0455;0,0472;-0,1115;0,129
134,198000;0,0436;0,0234;-0,1058;0,117
134,216000;0,0133;0,0667;-0,1339;0,150
134,236000;0,0017;0,1004;-0,1712;0,199
134,335000;0,0791;0,0825;-0,1276;0,171
134,357000;0,0673;0,0575;-0,0952;0,130
134,377000;0,0473;0,0567;-0,0828;0,111
134,400000;0,0264;0,0847;-0,0943;0,130
134,417000;0,0204;0,0793;-0,0875;0,120
134,437000;0,0098;0,0835;-0,1182;0,145
134,458000;-0,0010;0,1015;-0,1226;0,159
134,481000;-0,0160;0,0763;-0,0427;0,089
134,500000;0,0251;0,0758;-0,0276;0,085
134,521000;0,0612;0,1095;-0,0508;0,135
134,538000;0,1298;0,1004;-0,0678;0,178
134,558000;0,1035;0,0605;-0,0280;0,123
134,584000;0,0109;0,0453;-0,0128;0,048
134,601000;-0,0051;0,0496;-0,0462;0,068
134,623000;-0,0068;0,0682;-0,1043;0,125
134,639000;0,0486;0,0777;-0,1603;0,185
134,660000;0,0279;0,0572;-0,1339;0,148
134,679000;-0,0398;0,0420;-0,0835;0,102
134,698000;-0,0457;-0,0017;-0,0289;0,054
134,719000;-0,0224;-0,0070;-0,0750;0,079
134,739000;-0,0133;-0,0411;-0,0580;0,072
134,760000;-0,0797;-0,0222;-0,0179;0,085
134,779000;-0,0891;0,0789;-0,0410;0,126
134,800000;-0,0080;0,0930;-0,1200;0,152
134,819000;0,0199;0,0871;-0,1230;0,152
134,841000;0,0237;0,0519;0,0063;0,057
134,862000;-0,0073;0,0417;0,0929;0,102
134,880000;0,0136;0,0651;0,0045;0,067
134,900000;0,0150;0,0401;-0,0240;0,049
134,921000;0,0118;0,0055;-0,0275;0,030
134,941000;-0,0151;-0,0004;-0,0501;0,052
134,960000;-0,0087;0,0513;-0,0543;0,075
134,982000;0,0117;0,0890;-0,1152;0,146
135,001000;0,0166;0,1066;-0,0593;0,123
135,023000;0,0078;0,0808;-0,0084;0,082
135,044000;-0,0161;0,0793;0,0215;0,084
135,062000;-0,0217;0,0875;-0,0225;0,093
135,082000;0,0576;0,1004;-0,0186;0,117
135,102000;0,0805;0,0891;-0,0521;0,131
135,121000;0,0278;0,0342;-0,0557;0,071
135,143000;-0,0341;0,0087;0,0025;0,035
135,166000;-0,0639;0,0215;0,0069;0,068
135,185000;0,0042;0,0446;-0,0315;0,055
135,203000;0,0367;0,0725;-0,0412;0,091
135,226000;0,0697;0,0569;-0,0415;0,099
135,243000;0,0522;0,0171;-0,0184;0,058
135,262000;-0,0149;0,0110;0,0039;0,019
135,283000;-0,0894;0,0153;-0,0033;0,091
135,303000;-0,0817;0,0007;-0,0431;0,092
135,324000;-0,0136;0,0050;-0,0493;0,051
135,342000;0,0371;0,1106;-0,0119;0,117
135,363000;0,0707;0,1580;-0,0881;0,194
135,383000;0,1000;0,0855;-0,1091;0,171
135,403000;0,0118;0,0313;0,0104;0,035
135,425000;-0,0190;-0,0022;0,0837;0,086
135,444000;0,0258;-0,0303;0,0079;0,041
135,464000;0,0721;-0,0056;-0,1332;0,152
135,484000;0,0428;0,0183;-0,1869;0,193
135,504000;0,0426;0,0420;-0,1617;0,172
135,524000;0,0612;0,0761;-0,1047;0,143
135,545000;0,0795;0,1286;-0,0995;0,181
135,565000;0,0963;0,1421;-0,0534;0,180
135,588000;0,0881;0,0785;0,0350;0,123
135,605000;-0,0009;0,0433;0,0924;0,102
135,625000;-0,0337;0,0528;0,0903;0,110
135,646000;-0,0094;0,0278;0,0514;0,059
