time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
135,666000;-0,0177;-0,0152;-0,0418;0,048
135,685000;-0,0633;-0,0149;-0,0620;0,090
135,706000;-0,0833;-0,0433;-0,1048;0,141
135,726000;-0,0839;-0,0525;-0,1372;0,169
135,746000;-0,0883;-0,0137;-0,1539;0,178
135,765000;-0,0552;0,0392;-0,1499;0,164
135,788000;-0,0220;0,0830;-0,0927;0,126
135,807000;0,0120;0,0783;-0,0926;0,122
135,826000;-0,0166;0,0105;-0,0530;0,057
135,846000;-0,0783;-0,0470;0,1011;0,136
135,867000;-0,1240;-0,0465;0,1534;0,203
135,886000;-0,0923;-0,0362;0,0721;0,123
135,907000;-0,0846;0,0177;0,0513;0,101
146,476000;0,0601;0,0590;0,0266;0,088
146,476000;0,0258;0,0538;0,0162;0,062
146,477000;-0,0039;0,0337;0,0251;0,042
146,477000;0,0333;0,0333;0,0244;0,053
146,477000;0,0271;0,0328;-0,0386;0,057
146,477000;0,0158;0,0369;-0,0337;0,052
146,478000;0,0096;0,0314;-0,0190;0,038
146,478000;0,0125;0,0305;0,0103;0,035
146,478000;0,0019;0,0253;0,0106;0,027
146,478000;-0,0044;0,0294;0,0060;0,030
146,480000;-0,0058;0,0383;0,0254;0,046
146,563000;-0,0395;0,0027;0,0072;0,040
146,581000;-0,0497;-0,0021;0,0200;0,054
146,601000;-0,0872;-0,0069;-0,0559;0,104
146,623000;-0,1102;0,0029;-0,0118;0,111
146,643000;-0,0244;0,0616;0,0299;0,073
146,662000;0,0329;0,0810;-0,0093;0,088
146,684000;0,0191;0,0419;0,0105;0,047
146,702000;0,0048;0,0131;0,0073;0,016
146,725000;0,0005;0,0082;0,0186;0,020
146,743000;0,0202;0,0419;0,0192;0,050
202,090000;2,0662;-0,0905;-1,6718;2,659
202,090000;1,8195;0,8499;-1,9608;2,807
202,091000;0,7185;2,6606;-2,1202;3,477
206,227000;0,6455;4,1289;-0,8995;4,275
206,229000;1,6567;5,4910;3,0500;6,496
206,230000;3,0836;6,1170;7,6486;10,268
206,230000;2,1413;5,6610;8,9572;10,810
206,231000;-0,0033;3,6971;-1,2532;3,904
206,231000;-1,1112;2,0895;-4,5394;5,119
206,231000;-0,0968;-0,0900;0,3530;0,377
206,232000;0,1453;0,0083;-0,3409;0,371
206,232000;0,4225;0,0992;-0,7711;0,885
206,233000;0,6864;0,2058;-0,8406;1,105
206,233000;0,7719;0,3274;-0,8305;1,180
206,234000;2,3820;-2,5271;-0,8413;3,573
206,234000;2,3955;-2,6769;-1,3426;3,835
206,235000;2,0841;-2,7549;-1,7938;3,892
206,236000;1,4666;-2,7919;-2,1361;3,809
206,236000;0,9619;-2,8175;-2,2799;3,750
206,260000;-2,8918;2,2928;0,7359;3,763
206,391000;-2,9703;2,7095;0,3217;4,033
206,392000;-3,4279;2,0156;0,9529;4,089
206,392000;-3,3512;1,1744;-0,5312;3,591
206,393000;-2,5076;-0,5119;-2,3273;3,459
206,393000;-1,5757;-2,3225;-2,2549;3,600
206,394000;-0,6925;-4,0352;-0,7733;4,167
206,396000;-0,2359;-4,8455;-0,1688;4,854
206,416000;0,2045;-4,7027;-0,4148;4,725
206,437000;0,4715;-4,3811;-0,3443;4,420
206,458000;0,6378;-3,9114;-0,0638;3,964
206,477000;0,6606;-3,2915;-0,3176;3,372
206,497000;0,8652;-2,7904;-0,9671;3,077
206,517000;0,5381;-1,7572;-0,6377;1,945
206,538000;0,1496;-0,5217;0,0516;0,545
206,556000;-0,1808;1,1066;1,3047;1,720
206,578000;-0,2872;2,0537;1,8864;2,803
206,598000;-0,4465;3,2621;1,1130;3,476
206,620000;-0,4078;5,1360;1,1948;5,289
206,639000;0,5852;6,0419;1,2940;6,207
206,659000;1,2234;5,9329;0,1693;6,060
206,679000;1,4269;4,7013;-1,1115;5,037
206,700000;1,8587;2,7869;-1,2154;3,564
206,719000;2,4569;0,3991;-0,9088;2,650
206,743000;2,6103;0,7371;0,0881;2,714
206,761000;1,2284;2,3563;0,7392;2,758
206,784000;-0,0081;2,4656;0,3863;2,496
206,800000;-0,6744;1,9307;-0,1790;2,053
206,821000;-0,7300;0,7131;-0,0307;1,021
206,842000;-0,0040;-0,9086;1,4922;1,747
206,863000;0,9042;-2,3529;2,3244;3,429
206,880000;1,1680;-3,1939;1,1020;3,575
206,903000;0,9720;-3,7568;-0,5489;3,919
206,921000;0,6846;-4,2487;-1,4889;4,554
206,943000;0,6730;-4,3558;-1,7748;4,751
206,962000;0,8217;-3,9283;-1,7363;4,373
206,984000;0,9528;-3,2026;-1,8270;3,808
207,004000;1,2404;-2,4223;-2,0228;3,391
207,022000;1,5950;-1,3827;-2,3156;3,133
207,048000;1,9749;-0,2288;-2,9567;3,563
207,062000;2,1166;0,9393;-3,9360;4,567
207,084000;1,9855;2,3090;-3,9248;4,968
207,106000;2,0756;3,4947;-1,5478;4,349
207,123000;2,4445;3,5128;3,9023;5,792
207,143000;3,7967;2,3028;10,0912;11,025
207,162000;4,2396;0,4633;4,0823;5,904
207,186000;2,0398;2,3120;-1,6983;3,520
207,203000;-1,5017;5,8678;-0,5156;6,079
207,223000;-3,4663;6,3917;1,3499;7,395
207,242000;-3,7889;4,8499;-0,9391;6,226
207,269000;-4,0505;4,5599;-3,7092;7,138
207,286000;-3,1932;3,6110;-2,9676;5,661
207,303000;-2,0654;1,0201;-2,2660;3,231
207,323000;-2,7154;-1,3864;-2,0336;3,665
207,344000;-3,0821;-2,2879;-1,3314;4,063
207,365000;-1,8575;-3,7780;-0,9631;4,319
207,387000;-1,1912;-4,5907;-0,5462;4,774
207,404000;-0,6388;-4,6481;-0,5894;4,729
207,426000;-0,1297;-4,4099;-0,9923;4,522
207,445000;0,1719;-3,9968;-0,8329;4,086
207,469000;0,5600;-3,6193;-0,0422;3,663
207,486000;0,6351;-3,0291;0,8346;3,206
207,506000;0,8302;-2,4395;0,8108;2,701
207,527000;0,7183;-1,5743;0,7083;1,870
207,547000;0,3217;-0,1113;0,9473;1,007
207,566000;0,1154;0,7257;1,3472;1,535
207,585000;-0,2528;1,5979;1,7486;2,382
207,609000;-0,8313;4,1313;2,3890;4,844
207,627000;0,5358;5,8273;2,5021;6,364
207,646000;2,2713;5,8858;1,4663;6,477
207,666000;2,4081;3,9872;-0,5791;4,694
207,689000;1,3907;1,9245;-0,8948;2,537
207,707000;-0,0928;1,2408;-0,3521;1,293
207,727000;0,0070;0,7418;0,3586;0,824
207,746000;-1,7437;2,2649;1,7604;3,357
207,766000;-2,7211;4,0242;3,6214;6,059
207,789000;-2,6343;3,0946;4,4131;5,999
207,808000;-2,2924;0,2277;1,4070;2,699
207,827000;-1,7944;-1,7437;-0,1920;2,509
207,846000;-0,6733;-2,5403;0,2717;2,642
207,867000;0,5079;-3,6264;0,6771;3,724
207,887000;0,7525;-4,2891;-0,2081;4,360
207,906000;0,7634;-4,4243;-1,1229;4,628
207,931000;1,1149;-4,4872;-1,5168;4,866
207,954000;1,3309;-4,3301;-2,0507;4,973
207,972000;1,3688;-4,0846;-2,6540;5,060
207,988000;1,6071;-3,8241;-2,7091;4,954
208,008000;1,8957;-2,9730;-2,5084;4,327
208,029000;2,2587;-1,4874;-2,2927;3,546
208,049000;2,3259;0,3148;-1,9011;3,020
208,070000;2,0634;2,2754;-1,3387;3,351
208,088000;2,0043;3,0838;-0,7450;3,753
208,111000;2,1318;3,4968;-0,0612;4,096
208,129000;2,6224;4,4808;3,6711;6,359
208,150000;2,1974;6,4870;14,5203;16,055
208,171000;-1,3997;7,5259;5,9657;9,705
208,189000;-2,0618;5,0054;-4,9631;7,344
208,210000;-1,3716;2,7170;-2,0510;3,670
208,230000;-2,0001;3,6104;-0,8227;4,209
208,250000;-1,7025;3,5947;-0,8630;4,070
208,274000;-1,0646;2,4326;-0,2109;2,664
208,292000;-0,8537;0,7764;-0,9432;1,490
208,310000;-0,9287;-0,6005;-2,2424;2,500
208,329000;-0,5790;-2,2528;-2,4015;3,343
208,350000;-0,2511;-3,3447;-1,9278;3,869
208,370000;-0,1097;-3,9977;-1,6746;4,336
208,394000;0,0321;-4,4602;-1,5380;4,718
208,415000;0,1184;-4,4475;-1,3367;4,646
208,433000;0,1520;-4,5474;-1,2292;4,713
208,454000;0,3120;-4,4136;-0,9131;4,518
208,475000;0,2010;-3,3974;-0,5781;3,452
208,497000;-0,0212;-2,2141;-0,1850;2,222
208,511000;-0,5126;-0,8945;0,3203;1,080
208,533000;-1,0203;0,2661;0,8551;1,358
208,553000;-1,4626;1,5257;1,5863;2,643
208,571000;-1,7798;3,5662;1,8883;4,410
208,591000;-0,9200;5,7341;2,1801;6,203
208,612000;0,5035;7,2367;1,8080;7,476
208,633000;0,8678;7,6735;-0,2252;7,726
208,653000;2,5591;3,0079;-1,1550;4,115
208,675000;3,8719;-0,6538;-0,3544;3,943
208,694000;1,7485;1,7646;0,3663;2,511
208,715000;-0,9104;4,2370;0,4487;4,357
208,732000;-0,9587;2,8872;0,2361;3,051
208,753000;-1,8714;2,0219;-0,0753;2,756
208,774000;-1,1769;0,7554;0,6393;1,538
208,796000;0,5771;-1,0354;2,5848;2,844
208,814000;0,7991;-2,1163;3,4795;4,150
208,836000;0,7548;-3,0305;1,6952;3,554
208,854000;0,6906;-3,8392;-0,6131;3,949
208,877000;0,8127;-4,2681;-1,3744;4,557
208,896000;0,9633;-4,4415;-1,4981;4,785
208,915000;0,8948;-4,2553;-1,4427;4,581
208,939000;0,7510;-3,8351;-1,3129;4,123
208,953000;0,9406;-3,5864;-1,2918;3,926
208,974000;1,3868;-3,3454;-1,5020;3,921
208,995000;1,0195;-2,0452;-1,6437;2,815
209,015000;1,2123;-0,6858;-1,7256;2,218
209,035000;1,2730;0,4870;-1,6075;2,108
209,054000;1,2740;1,7249;-1,2555;2,485
209,075000;1,5080;2,7163;0,6414;3,172
209,094000;3,1022;3,6600;9,8755;10,979
209,115000;4,2717;2,8351;10,7314;11,893
209,135000;3,2842;1,5393;-2,7579;4,556
209,156000;1,3193;2,4616;-2,5470;3,780
209,177000;-0,7988;5,4067;2,6501;6,074
209,197000;-1,7291;6,4810;0,5709;6,732
209,221000;-2,2684;6,8238;-1,8603;7,428
209,236000;-2,8400;5,7787;-2,5442;6,923
209,257000;-2,4954;3,7314;-2,8374;5,310
209,281000;-2,3246;1,5452;-2,7992;3,953
209,297000;-2,7496;-0,2524;-2,5705;3,772
209,317000;-2,9078;-1,6585;-2,0895;3,946
209,339000;-2,2131;-3,2049;-2,0828;4,417
209,361000;-0,9241;-4,6109;-2,0220;5,119
209,386000;1,4258;-6,9368;-2,4374;7,490
209,405000;-0,5922;-6,5574;-1,6425;6,786
209,417000;-1,5343;-4,2207;-0,5412;4,523
209,438000;-0,9647;-3,7031;-0,3578;3,843
209,458000;-0,7222;-3,0462;-0,2971;3,145
209,478000;-0,2999;-2,2744;0,1930;2,302
209,498000;-0,5923;-1,1522;0,9554;1,610
209,518000;-1,1174;-0,2566;1,6856;2,039
209,537000;-1,2891;0,2985;1,7128;2,164
209,558000;-1,4546;1,1316;1,5025;2,378
209,579000;-1,8020;2,9654;1,9212;3,966
209,599000;-0,9500;5,0369;2,6379;5,765
209,620000;0,4514;6,1024;2,4455;6,590
209,639000;1,5759;5,3283;0,7080;5,601
209,659000;1,1591;4,0958;0,1973;4,261
209,679000;0,3574;2,3321;0,5113;2,414
209,699000;0,5087;-0,4352;0,5271;0,852
209,720000;-0,3323;-0,0659;2,3860;2,410
209,740000;-1,5321;2,0332;4,9204;5,540
209,759000;-2,4784;2,3553;5,3141;6,319
209,780000;-3,1727;1,7641;1,8521;4,075
209,801000;-1,9251;0,0288;0,2482;1,941
209,820000;-0,0936;-1,3865;1,4556;2,012
209,841000;0,8553;-2,3479;2,1416;3,291
209,864000;1,2711;-3,2058;0,7579;3,531
209,882000;1,5930;-4,0865;-0,5039;4,415
209,903000;1,5437;-4,5222;-1,1956;4,926
209,921000;1,2714;-4,6504;-1,5999;5,080
209,941000;1,1206;-4,6720;-2,1908;5,280
209,961000;0,9015;-3,9970;-2,6427;4,876
209,982000;0,9840;-3,4487;-3,0327;4,697
210,002000;1,1079;-2,4643;-3,0438;4,070
210,024000;1,2647;-1,1519;-2,7604;3,248
210,049000;1,9069;-0,0845;-2,8520;3,432
210,066000;1,9317;1,2849;-2,8484;3,674
210,082000;1,5865;3,2060;-2,1786;4,188
210,103000;1,9253;4,7778;-0,9701;5,242
210,125000;2,3858;6,3849;1,1425;6,911
210,145000;2,0695;7,5625;11,4870;13,908
210,165000;-0,6219;7,1375;13,4345;15,225
210,184000;-2,1110;4,4435;-4,3722;6,582
210,203000;-0,6710;2,0562;-4,0375;4,580
210,226000;-0,0587;3,4667;0,2672;3,477
210,243000;-0,1832;3,8504;1,9160;4,305
210,264000;-0,8068;2,5315;0,3991;2,687
210,288000;-1,1689;1,2217;-1,7549;2,437
210,305000;-1,0967;-0,5868;-1,9076;2,277
210,325000;-1,0816;-2,0575;-1,4724;2,752
210,344000;-0,6029;-3,2055;-0,7095;3,338
210,364000;-0,1677;-4,2641;-0,0095;4,267
210,384000;0,3537;-5,0479;0,0618;5,061
210,404000;1,1400;-5,7838;-0,0120;5,895
210,425000;0,5908;-5,8791;0,0742;5,909
210,445000;-0,3899;-4,1107;0,1667;4,133
210,467000;-0,1299;-3,2675;0,2930;3,283
210,485000;-0,1847;-2,2950;0,5332;2,363
210,506000;-0,5807;-0,8034;0,6617;1,192
210,525000;-1,1832;0,9334;0,8228;1,717
210,547000;-1,4954;2,0822;0,8560;2,703
210,569000;-1,1817;3,4354;1,1363;3,807
210,591000;-0,7848;6,0005;1,4543;6,224
210,606000;0,6117;7,1898;1,7982;7,436
210,626000;3,2253;5,4976;0,6404;6,406
210,647000;3,8955;2,4614;-1,0756;4,732
210,665000;3,0372;0,5996;-1,6243;3,496
210,686000;1,7578;0,9312;-1,3966;2,431
210,706000;0,3440;3,5547;0,2840;3,583
210,729000;-0,8704;5,6204;1,7448;5,949
210,749000;-1,1953;3,4887;1,2973;3,909
210,767000;-2,5450;2,5324;0,3094;3,604
210,790000;-2,5847;1,9123;1,2149;3,437
210,809000;-1,4757;-0,4054;2,9397;3,314
210,828000;0,0847;-3,1390;3,6790;4,837
210,849000;0,9865;-4,7364;2,9029;5,642
210,870000;1,1903;-5,4225;0,9308;5,629
210,891000;1,3071;-5,8475;-0,4079;6,006
210,910000;0,9233;-5,6256;-0,8121;5,758
210,930000;0,5287;-5,0714;-1,0267;5,201
210,950000;0,4558;-4,5749;-1,0543;4,717
210,970000;0,5822;-4,2226;-1,0577;4,392
210,990000;0,4136;-3,5741;-1,5368;3,912
211,009000;0,5937;-2,5424;-1,8732;3,213
211,030000;0,6682;-1,0231;-1,6574;2,059
211,049000;0,7484;0,0815;-1,9832;2,121
211,071000;0,8329;1,2475;-2,8420;3,214
211,091000;1,0187;3,0346;-2,9751;4,370
211,115000;1,7280;4,5930;-1,5812;5,156
211,141000;2,9779;5,5577;1,4494;6,470
211,150000;5,1610;4,7206;11,5332;13,488
211,172000;2,7121;5,2027;9,5732;11,228
211,195000;-2,5381;6,7612;-4,3141;8,412
211,210000;-2,4494;4,7374;-1,0735;5,440
211,229000;-0,5950;2,8185;0,0776;2,882
211,252000;-0,8473;3,7979;1,1489;4,057
211,273000;-1,6324;3,6896;1,2569;4,226
211,291000;-1,8947;2,3736;-1,0990;3,230
211,310000;-1,8743;0,4983;-1,9907;2,779
211,333000;-1,7684;-1,2793;-1,6853;2,758
211,354000;-1,1394;-3,1279;-1,4307;3,623
211,372000;-0,6683;-4,3919;-1,1190;4,581
211,392000;-0,3543;-4,9709;-0,8798;5,061
211,412000;0,0750;-5,1360;-0,8288;5,203
211,433000;0,1096;-4,8870;-0,8058;4,954
211,452000;0,1746;-4,7005;-0,6322;4,746
211,473000;1,0601;-5,7887;-0,2885;5,892
211,492000;-1,0114;-4,3610;0,1736;4,480
211,512000;-1,0965;-2,3333;0,1765;2,584
211,534000;-1,1177;-0,6546;0,8482;1,548
211,553000;-1,6606;1,6600;2,4225;3,374
252,218000;0,0957;-4,4207;-2,6225;5,141
252,219000;1,0300;-4,3928;-2,7805;5,300
252,220000;2,8033;-5,7581;-2,8364;7,004
252,220000;0,8004;-3,9283;-2,8671;4,929
252,220000;0,7170;-0,8296;-3,1455;3,331
252,221000;0,6373;-5,6354;-0,4423;5,689
252,221000;0,3035;-6,0848;-0,0486;6,093
252,222000;-0,1055;-5,9314;0,0574;5,933
252,222000;-0,2934;-5,2899;-0,0597;5,298
252,223000;0,0278;-4,7916;-0,2253;4,797
252,474000;-0,2860;-3,8527;-0,3873;3,883
252,475000;0,6210;-2,2954;0,5236;2,435
252,475000;0,4007;0,0405;1,6435;1,692
252,476000;-0,8279;3,2940;3,0425;4,560
252,477000;-0,5871;5,6399;2,9893;6,410
252,477000;1,0728;6,9988;2,0154;7,362
252,478000;2,6888;7,9246;1,1503;8,447
252,478000;4,0005;7,6418;0,0141;8,626
252,479000;1,6207;7,5859;-1,5194;7,904
252,480000;0,9622;7,4742;-0,5720;7,558
252,480000;6,2849;0,3068;0,8458;6,349
252,481000;8,2728;1,9219;1,4476;8,616
252,495000;5,9842;5,3752;1,7382;8,230
252,515000;2,7266;4,6432;0,5260;5,410
252,534000;0,3957;2,8725;0,0665;2,900
252,556000;0,2781;-0,4269;0,4311;0,667
252,576000;0,7475;-3,0635;1,0111;3,312
252,596000;0,6192;-4,2372;1,2794;4,469
252,616000;0,3220;-5,2363;0,8916;5,321
252,637000;-0,4324;-5,5434;0,1914;5,563
252,657000;-1,4538;-5,3444;-1,0406;5,636
252,677000;-1,5754;-5,4498;-2,2253;6,094
252,697000;-0,7491;-5,8795;-2,2185;6,329
252,719000;0,3378;-5,8463;-2,0174;6,194
252,737000;1,6447;-5,9794;-1,8387;6,468
252,757000;1,1263;-4,7937;-1,4062;5,121
252,777000;-0,2146;-0,8380;-1,4427;1,682
252,797000;0,7498;1,7482;-2,7429;3,338
252,818000;1,7250;4,0534;-3,9375;5,908
252,838000;3,6972;4,5066;-3,4392;6,768
252,858000;5,7480;4,6786;-1,0791;7,490
252,878000;5,1730;7,4683;4,1975;10,008
252,898000;4,9669;12,5169;13,0358;18,742
252,918000;5,5093;6,8556;3,9090;9,625
252,938000;3,2554;3,1835;-3,1897;5,559
252,958000;-0,7737;4,1849;-1,9211;4,669
252,980000;1,4021;7,0198;0,1679;7,160
253,002000;0,0783;5,4890;3,4607;6,489
253,021000;-2,4740;2,2981;2,9969;4,515
253,040000;-2,5107;0,8403;-0,8656;2,786
253,059000;-2,9055;-1,1901;-2,8717;4,255
253,079000;-3,0904;-3,2228;-3,7544;5,834
253,100000;-0,8360;-5,4706;-3,1565;6,371
253,120000;0,2648;-6,9171;-1,8797;7,173
253,140000;0,6296;-7,8483;0,4863;7,889
253,161000;-0,0313;-8,5364;0,7238;8,567
253,180000;-2,2271;-6,6714;-1,1514;7,127
253,200000;-1,2869;-5,5129;-1,7862;5,936
253,220000;-0,6230;-3,5234;-0,2860;3,589
253,241000;-0,6278;-0,9955;1,8656;2,206
253,260000;-0,7906;0,6509;2,3876;2,598
253,280000;-1,6623;2,7188;2,5681;4,093
253,301000;-1,4975;4,8084;2,9773;5,850
253,321000;0,2640;5,7201;2,5573;6,271
253,341000;2,5178;7,1472;1,8657;7,804
253,361000;3,9540;7,6193;0,5899;8,604
253,381000;3,5681;5,4587;-1,4379;6,678
253,402000;1,8394;6,7050;-1,5755;7,129
253,423000;4,9611;2,6887;0,8836;5,712
253,441000;7,2058;3,1788;1,6828;8,054
253,461000;5,8565;6,4585;1,0489;8,781
253,482000;1,4604;5,3102;0,2802;5,514
253,502000;-1,0626;2,7357;-0,2257;2,943
253,522000;-0,6048;-0,4380;0,9550;1,212
253,543000;0,0401;-3,1473;4,0416;5,123
253,562000;0,2399;-4,7808;6,2727;7,890
253,584000;0,6058;-5,7977;2,1283;6,206
253,603000;0,5353;-6,5218;-1,2940;6,670
253,624000;0,3732;-6,5354;-1,6873;6,760
253,643000;0,1020;-6,1110;-1,7288;6,352
253,663000;-0,0846;-5,5049;-1,9093;5,827
253,684000;-0,2933;-4,4897;-2,0390;4,940
253,704000;0,2578;-3,8222;-1,9308;4,290
253,724000;1,1248;-3,2744;-1,9447;3,971
253,743000;1,8577;-2,2411;-1,9020;3,477
253,764000;1,7618;-0,1172;-1,9963;2,665
253,784000;1,6288;2,3105;-2,4696;3,754
253,804000;2,8124;3,1412;-3,1975;5,292
253,824000;3,7828;3,9781;-2,6199;6,083
253,845000;4,1324;7,9921;4,6268;10,117
253,865000;7,4193;9,1249;17,2157;20,849
253,884000;6,5285;5,5683;3,4216;9,238
253,906000;3,0384;4,8696;-2,5795;6,293
253,929000;-1,5479;6,2055;-1,2639;6,519
253,946000;-1,5215;6,7373;-0,0065;6,907
253,965000;-3,2082;6,5418;1,8208;7,510
253,986000;-3,7498;4,9541;1,9778;6,520
254,006000;-2,6728;1,9055;-1,2270;3,504
254,026000;-2,3013;-0,7068;-3,2689;4,060
254,047000;-2,3865;-2,9799;-3,1433;4,945
254,067000;-1,7140;-5,0729;-2,7715;6,029
254,088000;-0,0036;-6,8401;-2,6099;7,321
254,108000;0,3482;-7,6722;-1,2041;7,774
254,126000;0,2952;-7,9399;0,4268;7,957
254,147000;-1,3891;-6,3496;0,1842;6,502
254,167000;-0,5555;-5,5886;-0,5534;5,643
254,187000;-0,2528;-4,7255;-0,0746;4,733
254,207000;0,3805;-3,5584;0,5548;3,621
254,227000;0,8927;-2,1472;1,0894;2,568
254,247000;0,3799;0,0121;1,6972;1,739
254,268000;-0,3950;2,6066;2,1475;3,400
254,287000;0,1138;4,3491;2,3539;4,947
254,308000;1,5050;5,8034;2,1930;6,384
254,328000;2,9567;7,1834;1,4993;7,911
254,347000;3,2144;8,7359;0,0842;9,309
254,368000;0,5610;9,9770;-0,9175;10,035
254,388000;3,3889;3,5207;-0,7043;4,937
254,408000;6,3761;-0,7366;0,1854;6,421
254,428000;5,7791;1,6912;2,6983;6,598
254,449000;4,7200;6,5196;2,8504;8,539
254,470000;2,9456;6,4443;0,5192;7,105
254,490000;1,5229;3,8665;-0,4192;4,177
254,510000;0,9824;1,8639;-0,0783;2,108
254,530000;1,4622;-0,1862;0,7730;1,664
254,549000;2,0344;-2,4262;1,3078;3,426
254,570000;1,8439;-3,8150;0,7009;4,295
254,589000;1,6458;-4,6710;0,0714;4,953
254,609000;0,8514;-4,9691;-0,9018;5,122
254,630000;0,1689;-5,2556;-1,9251;5,600
254,651000;-0,3582;-5,1594;-2,3668;5,688
254,670000;-0,8346;-4,8095;-2,7179;5,587
254,691000;-0,7023;-4,2161;-3,0663;5,260
254,711000;0,0306;-3,7818;-3,1678;4,933
254,730000;0,5623;-2,9736;-2,9719;4,242
254,751000;1,1300;-1,8558;-3,0669;3,759
254,771000;1,5217;-0,5702;-3,5261;3,882
254,792000;1,0271;1,7207;-4,1054;4,568
254,812000;1,9502;3,4919;-3,9445;5,617
254,833000;4,0689;3,6993;-2,1317;5,898
254,851000;5,4481;3,4084;0,4819;6,444
254,872000;3,3733;8,4289;6,6856;11,275
254,892000;4,7097;9,0257;10,8100;14,849
254,912000;3,5041;5,2392;4,8763;7,969
254,934000;-2,4469;4,7800;-3,5187;6,420
254,951000;-2,6119;5,7439;-1,6772;6,529
254,972000;-2,2711;6,6929;3,0851;7,712
254,993000;-1,9610;3,7141;5,8244;7,181
255,013000;-1,1677;1,6413;1,7141;2,645
255,035000;-1,2327;0,7129;-2,9254;3,254
255,054000;-0,9275;-2,1020;-4,0221;4,632
255,073000;-0,4310;-4,6848;-2,3441;5,256
255,093000;0,3476;-5,8602;-1,6383;6,095
255,114000;0,2608;-6,2663;-1,2865;6,402
255,134000;-0,0873;-6,0415;-1,2121;6,163
255,154000;-0,5349;-5,3297;-1,1571;5,480
255,174000;-0,3704;-4,8527;-1,3618;5,054
255,196000;0,3390;-4,5669;-1,4385;4,800
255,214000;0,6227;-3,5440;-0,4854;3,631
255,234000;0,4867;-2,2911;0,4908;2,393
255,254000;0,0554;-0,2431;0,7236;0,765
255,275000;-0,6255;2,4180;1,1830;2,764
255,294000;-0,2161;3,7983;1,8788;4,243
255,314000;1,3929;5,5120;2,2463;6,113
255,337000;2,7104;7,7710;1,6160;8,387
255,355000;2,1738;10,6585;-0,1568;10,879
255,375000;2,7917;8,6903;-0,6241;9,149
255,395000;5,4971;2,9279;-1,4360;6,392
255,416000;6,5065;-0,0767;-0,3001;6,514
255,436000;5,7510;1,0851;2,3183;6,295
255,456000;4,1612;4,5164;3,3323;6,987
255,476000;1,7176;5,3188;1,8010;5,872
255,497000;-0,3450;3,3428;0,7047;3,434
255,517000;-0,7180;0,9563;1,8878;2,235
255,539000;-0,8765;-0,8088;4,4118;4,570
255,556000;-0,4010;-2,8808;5,5131;6,233
255,577000;0,0190;-4,5687;2,2536;5,094
255,597000;0,2706;-5,6076;-0,5804;5,644
255,617000;0,3711;-6,0971;-1,1116;6,209
255,637000;-0,2349;-5,7183;-1,3538;5,881
255,657000;-0,7655;-5,2275;-1,3757;5,459
255,677000;-0,7548;-4,9807;-1,7023;5,317
255,698000;-0,3912;-4,3350;-2,0850;4,826
255,718000;0,2122;-3,5712;-2,0467;4,122
255,737000;0,9285;-2,5588;-1,9397;3,342
255,758000;1,0347;-0,7241;-1,9479;2,321
255,778000;0,8614;1,7420;-3,0426;3,610
255,798000;1,8954;3,2385;-3,8151;5,351
255,819000;3,0320;3,5302;-4,4128;6,413
255,838000;3,2317;5,2667;-3,0253;6,880
255,858000;3,0582;7,7215;-0,4208;8,316
2183,472000;1,9786;-1,1546;-0,5043;2,346
2183,490000;3,6905;-0,6950;-3,5352;5,158
2183,511000;4,2977;0,3830;-5,0895;6,672
2183,531000;1,4543;0,7802;-4,5286;4,820
2183,552000;0,5960;1,0423;-2,0127;2,344
2183,574000;1,6494;1,2608;-0,0840;2,078
2183,592000;2,4921;1,9888;0,9145;3,317
2183,612000;2,8741;1,7235;0,6333;3,411
2183,633000;2,9367;1,4877;0,5802;3,343
2183,653000;1,8837;1,7126;1,8462;3,145
2183,673000;0,9888;1,0091;2,0902;2,523
2183,692000;0,1761;0,0499;1,1270;1,142
2183,713000;0,2406;-0,8582;2,0258;2,213
2183,733000;1,0965;-0,7967;2,4214;2,775
2183,752000;0,4897;-0,2244;2,0073;2,078
2183,775000;-0,5741;-0,5411;1,7824;1,949
2183,794000;-0,4454;-0,9686;1,5317;1,866
2183,813000;-0,3636;-0,8376;0,9475;1,316
2183,837000;0,2978;-0,7548;0,3530;0,885
2183,854000;1,0232;-0,6012;-0,4868;1,283
2183,875000;1,3318;-0,8445;-1,2246;1,997
2183,895000;1,0844;-0,8467;-1,2828;1,881
2183,915000;0,8100;-0,4979;-0,3743;1,022
2183,934000;0,4604;-0,0915;0,5342;0,711
2183,955000;0,0097;0,3940;0,7384;0,837
2183,975000;0,0701;0,5145;1,0635;1,184
2183,996000;0,4759;0,4107;1,0913;1,259
2184,015000;1,0285;0,3380;0,7565;1,321
2184,035000;1,1910;0,1449;0,3858;1,260
2184,055000;0,7406;-0,0647;0,9067;1,173
2184,076000;0,6961;-0,1576;1,3490;1,526
2184,095000;0,8232;-0,0241;1,3235;1,559
2184,116000;1,0806;0,0230;0,9168;1,417
2184,135000;1,1385;0,0641;0,4979;1,244
2184,157000;1,1667;0,0364;0,1362;1,175
2184,176000;1,2387;-0,0768;-0,1845;1,255
2184,197000;1,3601;-0,1144;-0,1247;1,371
2184,216000;1,5499;-0,0389;-0,0762;1,552
2184,237000;1,7797;-0,0356;-0,2852;1,803
2184,256000;1,6958;-0,0037;-0,5260;1,775
