time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
31,196000;-1,3065;5,3038;-8,7390;10,306
31,221000;0,2151;4,4649;-6,4578;7,854
31,237000;-1,1122;4,1577;-2,1933;4,831
31,257000;-0,7580;3,7053;-1,1737;3,960
31,284000;-0,5335;3,6605;-1,3752;3,946
31,298000;-0,1299;3,4361;-1,4041;3,714
31,317000;0,5102;2,6211;-1,6634;3,146
31,338000;1,1377;1,7217;-2,3338;3,115
31,363000;1,5159;0,5490;-2,6227;3,079
31,384000;1,9654;-0,5717;-2,1339;2,957
31,398000;2,7990;-1,4247;-2,2938;3,889
31,423000;3,2234;-1,8921;-2,4342;4,460
31,438000;3,1768;-2,3977;-1,9395;4,427
31,463000;3,1182;-2,7182;-1,4011;4,367
31,484000;3,0292;-2,6411;-0,7463;4,088
31,498000;2,3517;-2,1815;0,3803;3,230
31,523000;1,7469;-1,5373;1,2797;2,656
31,544000;1,1440;-0,8909;2,1141;2,564
31,567000;0,4465;-0,3166;2,8225;2,875
31,579000;-0,3637;0,0638;3,2549;3,276
31,604000;-0,7950;0,4114;3,0898;3,217
31,624000;-1,1077;0,9747;2,1737;2,627
31,644000;-1,8225;1,3646;0,4022;2,312
31,665000;-2,1358;1,2613;-2,2996;3,382
31,685000;-2,3901;0,4517;-4,4682;5,087
31,705000;-1,8515;-1,2258;-2,9075;3,658
31,722000;-1,0387;-2,7296;-0,0163;2,921
31,741000;-0,1817;-3,4821;1,7530;3,903
31,760000;-0,5235;-3,6015;2,3184;4,315
31,786000;-1,2691;-3,4962;4,7251;6,013
31,806000;-1,5121;-1,8176;8,4409;8,766
31,827000;-2,7732;2,6008;6,9806;7,949
31,843000;-3,2167;6,2053;2,5061;7,425
31,863000;-3,6751;7,9832;-1,1773;8,867
31,887000;-2,9257;7,8196;-4,0200;9,266
31,907000;-0,8107;6,4379;-4,9546;8,164
31,926000;1,3140;4,6475;-3,7108;6,091
31,942000;3,3866;2,8361;-1,9010;4,809
31,962000;4,0408;1,0916;-0,2257;4,192
31,984000;2,8300;-1,0098;0,5037;3,047
32,004000;1,0502;-2,6431;0,4237;2,875
32,025000;0,0211;-3,5331;-0,0329;3,533
32,047000;0,2412;-3,7245;-1,1216;3,897
32,068000;0,6636;-3,7126;-2,1416;4,337
32,089000;0,9201;-3,7559;-1,9349;4,324
32,102000;0,8462;-3,3251;-1,4223;3,714
32,122000;0,6485;-2,3926;-1,8845;3,114
38,607000;-5,0999;1,1257;-1,3161;5,386
38,629000;-2,6991;0,8669;-0,0875;2,836
38,655000;0,6646;1,4613;2,6844;3,128
38,670000;2,3410;2,8711;0,7766;3,785
38,689000;1,8090;4,2827;-0,7826;4,714
42,332000;4,4730;-1,6936;-1,8064;5,113
42,352000;5,1809;-2,7679;-1,4344;6,047
42,372000;5,7930;-3,7346;-1,0237;6,968
42,394000;5,7657;-4,3565;-0,4358;7,240
42,416000;4,2814;-4,4447;0,1809;6,174
42,434000;3,0240;-4,2900;0,3005;5,257
42,457000;1,9312;-4,2610;0,4179;4,697
42,477000;1,6879;-4,1042;1,8519;4,809
42,498000;1,0387;-3,2583;3,0840;4,605
42,517000;-1,0524;-1,7830;2,9725;3,622
42,536000;-2,7352;0,1629;2,8974;3,988
42,555000;-3,8932;1,8829;2,2745;4,886
42,575000;-5,0768;2,9600;1,5692;6,083
43,239000;-1,4570;7,4884;1,1770;7,719
43,260000;-0,2114;6,6181;-1,8894;6,886
43,285000;1,1064;4,4473;-3,1111;5,539
43,301000;2,7155;2,8004;-4,7780;6,168
43,322000;2,7600;0,3347;-3,9717;4,848
43,344000;3,3135;-0,9623;-2,0160;3,996
51,215000;2,3946;-3,4997;-2,5134;4,929
51,234000;2,2223;-4,7154;-0,8034;5,274
51,254000;2,4375;-5,2252;0,7826;5,819
51,277000;2,1064;-4,9595;-0,8895;5,461
51,294000;1,9993;-4,7496;-2,3117;5,648
51,314000;2,1092;-4,3727;-2,5469;5,482
51,335000;2,1286;-3,5149;-3,0564;5,121
51,355000;1,3971;-2,2458;-4,0578;4,844
51,375000;0,0733;-1,2577;-2,8816;3,145
51,396000;-1,5924;-1,2807;-0,9449;2,251
51,416000;-4,6663;0,4877;1,0434;4,806
51,436000;-4,5189;0,5116;15,7140;16,359
51,460000;-2,1550;1,7652;10,8126;11,166
51,478000;-4,4371;1,2652;4,4694;6,424
51,496000;-5,0044;0,1283;1,9881;5,386
51,517000;-4,4428;4,4318;-7,1166;9,488
51,538000;0,0623;5,3850;-8,7783;10,299
51,557000;1,9644;4,4752;-0,0223;4,887
51,578000;0,5935;5,2373;2,2396;5,727
51,598000;-0,8591;5,7371;-0,1053;5,802
51,620000;-0,3666;5,3878;-1,3664;5,570
51,639000;-0,3076;4,8834;-2,2854;5,400
51,661000;0,0539;3,4289;-3,0736;4,605
51,678000;0,8019;1,5301;-3,3112;3,735
51,698000;1,3666;-0,4340;-1,2982;1,934
51,718000;2,9391;-1,7092;-0,1753;3,404
51,739000;4,0725;-2,5930;-0,5244;4,856
51,820000;3,0048;-4,4750;-0,5365;5,417
51,838000;2,4248;-4,2245;-0,2972;4,880
51,859000;1,8866;-3,6516;0,1639;4,113
51,882000;1,3624;-2,3485;0,3158;2,733
51,902000;0,2730;-1,0031;1,4229;1,762
51,919000;-0,6779;0,0679;2,6879;2,773
51,941000;-1,6863;0,9945;3,5416;4,047
51,963000;-4,3297;2,3342;3,6415;6,120
51,983000;-5,9274;2,9993;2,3709;7,053
52,003000;-6,2585;3,4792;1,7767;7,378
65,513000;4,8423;-2,5155;-0,8254;5,519
65,534000;4,7105;-1,5395;-0,0669;4,956
65,554000;4,4505;-0,6193;-0,0094;4,493
65,575000;4,6273;-0,3050;-0,3260;4,649
65,599000;4,6326;-0,3957;-0,4068;4,667
65,618000;3,4113;0,0523;-0,2550;3,421
65,754000;-1,0663;-0,3780;4,4569;4,598
65,776000;-2,1439;2,4277;5,1645;6,096
65,799000;-2,5936;5,6276;3,4181;7,077
65,816000;-1,0993;6,3602;1,8463;6,713
65,835000;-1,5055;7,3708;0,4277;7,535
65,857000;-2,0971;7,9672;-3,5218;8,960
65,881000;-1,7505;6,4077;-5,1307;8,393
65,901000;-0,3835;3,6020;-1,4675;3,908
65,921000;1,3253;0,3231;0,0398;1,365
65,941000;1,3921;-1,7709;0,7941;2,388
66,138000;-0,0114;-0,0488;-0,2400;0,245
66,159000;-3,6229;0,0799;0,8817;3,729
66,179000;-3,5403;-0,3560;5,2724;6,361
66,204000;-1,1009;-1,5729;8,8570;9,063
66,223000;0,8109;-2,3144;8,2027;8,561
66,244000;-2,1272;0,9050;3,9234;4,554
66,261000;-4,4436;3,3059;-3,6765;6,648
66,285000;-3,6678;5,1096;-6,5029;9,047
66,300000;-5,4809;6,7703;-6,3271;10,766
66,323000;-4,7912;6,6276;-5,1758;9,678
66,343000;-3,3391;4,8759;-4,6823;7,540
66,366000;-1,6263;3,2530;-3,8437;5,292
66,386000;-0,3745;2,5195;-3,6598;4,459
66,405000;1,0858;1,5243;-4,1860;4,585
66,422000;1,6479;-0,3808;-1,9128;2,553
66,446000;2,2321;-2,1112;-0,1191;3,075
66,466000;2,9603;-2,8960;0,4556;4,166
66,481000;3,5350;-3,4110;0,6223;4,952
66,507000;3,8957;-3,6208;0,8244;5,382
66,526000;3,6521;-3,6085;1,3054;5,297
66,863000;3,4713;4,5541;-4,4806;7,271
66,883000;3,2937;1,7214;-2,7825;4,643
66,904000;2,3723;-0,5576;-2,3372;3,377
66,924000;0,8579;-3,2287;-3,2549;4,664
66,948000;2,7800;-5,3639;-3,2865;6,878
66,966000;4,9148;-6,1782;-3,4332;8,609
87,628000;1,4616;0,9631;-3,0627;3,528
87,648000;2,1984;-0,4532;-2,2585;3,184
87,666000;3,9689;-1,0409;-2,5084;4,809
87,687000;5,9921;-1,8108;-2,5129;6,745
87,706000;6,6385;-2,8204;-1,4026;7,348
93,529000;2,0395;-1,8716;-3,7363;4,650
93,547000;0,9969;-1,3791;-3,0771;3,516
93,568000;-1,1105;-1,4301;-1,9543;2,664
93,588000;-3,6066;-1,1389;0,8584;3,878
93,612000;-5,5640;-1,1430;11,7766;13,075
94,997000;4,5410;-3,6403;-0,2759;5,826
95,018000;5,0274;-3,4286;-1,4177;6,248
95,038000;5,1247;-3,6738;-1,2122;6,421
95,062000;4,6404;-3,5155;-0,9730;5,902
95,083000;3,9718;-3,1997;-0,7781;5,159
96,932000;0,2707;4,8246;-1,2863;5,001
96,950000;1,7805;3,8794;-1,7244;4,604
96,971000;2,2399;2,4661;-2,2906;4,043
96,991000;2,4688;0,9123;-2,2409;3,457
97,011000;3,0099;-0,3676;-2,1244;3,702
97,032000;3,8083;-1,4377;-1,6713;4,400
97,052000;4,4452;-2,6141;-0,4640;5,178
97,074000;4,5642;-3,4430;0,3870;5,730
97,091000;4,1694;-3,8950;0,1568;5,708
97,112000;3,4058;-3,9110;-0,6059;5,221
97,135000;2,7455;-3,7519;-0,8132;4,720
97,154000;2,1578;-3,8056;-0,0122;4,375
97,172000;1,6040;-3,4178;1,6147;4,106
97,192000;0,8425;-2,5839;3,1443;4,156
97,213000;0,0120;-1,3006;4,2895;4,482
97,233000;-0,8144;-0,2155;4,8773;4,950
97,253000;-1,7853;0,7233;4,8177;5,189
112,297000;0,3527;2,6870;0,0778;2,711
112,318000;0,9495;-0,3793;1,9103;2,167
112,337000;1,3154;-3,1981;5,6629;6,635
112,358000;3,1590;-4,0026;3,4780;6,172
112,377000;4,2163;-4,0780;-1,8892;6,163
112,399000;3,7394;-4,4226;-4,1164;7,105
112,499000;-1,2278;-4,9449;-1,6107;5,344
112,522000;-2,0034;-3,7195;-1,2685;4,411
112,545000;-2,4249;-2,4786;-1,3595;3,725
112,565000;-2,5580;-1,4074;-1,4720;3,270
112,586000;-2,9699;0,5476;-0,4122;3,048
112,605000;-4,1225;2,1184;0,4905;4,661
112,624000;-3,1978;2,2501;5,9730;7,139
112,657000;-2,1014;1,9846;11,6532;12,006
112,670000;-5,2270;3,2196;0,5054;6,160
112,689000;-2,0952;3,7709;-7,0085;8,230
112,781000;-1,4731;7,1363;-3,1573;7,941
112,801000;-1,1229;5,5038;-1,5842;5,836
112,826000;1,5370;3,2103;0,2709;3,570
112,847000;3,7078;1,3278;0,1503;3,941
112,865000;4,0639;-1,2049;1,2870;4,430
112,888000;3,9697;-3,5320;1,9591;5,663
112,908000;3,6404;-4,6845;0,8039;5,987
112,931000;3,0778;-4,9960;-0,2208;5,872
112,952000;2,4107;-5,0608;-0,9279;5,682
112,971000;1,4763;-4,7760;-1,5535;5,235
112,994000;1,2623;-4,2750;-0,8293;4,534
113,023000;1,6954;-3,2662;0,2298;3,687
113,034000;1,5041;-1,9025;0,7930;2,552
113,063000;0,5432;-0,5694;0,4767;0,920
113,069000;-0,4112;0,4978;0,0311;0,646
113,092000;-2,1239;0,8872;0,5823;2,374
113,103000;-4,2476;0,8247;1,0150;4,444
113,123000;-5,6182;1,0862;-1,0758;5,822
113,143000;-5,8815;0,9146;-2,0912;6,309
113,164000;-5,8937;0,5890;-0,2073;5,927
113,184000;-5,6754;0,4855;0,9941;5,782
113,206000;-3,5053;0,9134;0,3662;3,641
113,230000;0,2456;1,7698;0,2737;1,808
113,250000;0,8021;3,7639;-1,1554;4,018
113,269000;-0,7757;4,7924;-1,2976;5,025
113,290000;-0,2373;4,4785;1,9782;4,902
113,310000;0,2468;3,9322;3,9284;5,564
113,332000;0,0471;2,6378;2,9272;3,941
113,356000;0,3840;0,9324;1,8591;2,115
113,373000;1,0969;-0,5806;0,9192;1,544
113,386000;1,7415;-2,0212;0,6526;2,747
113,417000;2,3148;-3,2392;-0,2999;3,993
113,439000;2,9162;-3,9155;-1,5459;5,121
113,463000;3,3880;-4,1123;-2,8394;6,038
113,485000;3,2091;-4,1191;-3,5573;6,318
113,490000;2,8936;-4,1874;-3,2572;6,043
113,523000;2,6099;-3,8587;-3,3552;5,741
113,531000;2,2834;-3,4999;-3,0759;5,189
113,569000;1,7658;-3,1926;-2,4234;4,380
164,155000;-1,2191;4,4680;-1,2928;4,808
164,175000;-1,5928;3,8827;-1,3037;4,395
164,196000;-1,1255;3,3899;-1,1505;3,753
164,222000;0,1898;3,4546;-1,8792;3,937
164,237000;1,3937;3,4151;-3,0801;4,805
164,261000;2,5204;2,3066;-3,3992;4,819
164,284000;3,2288;1,1132;-3,1382;4,638
164,306000;3,7026;-0,0200;-2,0625;4,238
164,322000;4,5237;-0,8605;-1,4150;4,817
164,342000;4,8250;-1,3716;-1,2117;5,160
164,362000;4,4300;-2,0737;-0,6445;4,934
164,381000;3,9208;-2,4369;-0,2021;4,621
164,403000;2,8997;-2,4264;0,1384;3,783
164,981000;2,2987;-2,3886;-2,8528;4,374
165,000000;1,8221;-2,0573;-3,0288;4,090
165,021000;1,0585;-1,6088;-2,7112;3,326
165,041000;0,3297;-1,2546;-2,1149;2,481
165,063000;-0,6673;-0,9394;-0,8148;1,411
165,081000;-2,7331;-0,5765;2,5298;3,769
165,100000;-4,5926;-0,7783;10,8182;11,778
165,121000;-4,5293;-0,8507;10,5372;11,501
165,142000;-4,4053;-1,6579;3,4554;5,839
165,161000;-3,6359;-0,8810;-0,8439;3,835
165,181000;-4,4505;2,5690;-5,3102;7,390
165,202000;-2,3857;4,3315;-5,6726;7,525
165,221000;-0,4396;5,0328;-2,6201;5,691
165,243000;0,1430;4,1251;1,5014;4,392
165,262000;-0,2152;3,3935;1,8874;3,889
165,282000;0,0366;3,0736;0,1173;3,076
165,309000;0,2153;3,0610;-1,5109;3,420
165,323000;1,2664;3,0152;-3,0204;4,452
165,342000;2,4159;3,2101;-5,1727;6,550
165,362000;2,9416;2,5181;-4,5669;5,988
165,383000;2,9342;1,2772;-2,1337;3,846
165,403000;2,9418;0,4819;-1,8401;3,503
167,377000;-2,6380;-1,2474;-1,9017;3,483
167,397000;-3,1692;-1,3912;0,0635;3,462
167,418000;-2,6714;-1,4319;2,2517;3,776
167,443000;-2,8722;-2,2456;3,4574;5,025
167,463000;-3,3817;-3,5184;1,1700;5,018
171,244000;-1,2160;0,9339;4,3727;4,634
171,264000;-2,3881;1,9870;4,1044;5,148
171,285000;-4,1148;2,8040;1,4312;5,181
171,310000;-4,7064;3,0213;-1,2450;5,730
171,325000;-4,2510;3,0596;-4,5219;6,919
171,351000;-2,7708;2,6825;-5,5178;6,732
171,546000;-0,8157;-1,8295;2,1039;2,905
171,570000;0,5418;-2,8453;2,6473;3,924
171,587000;1,9038;-2,8566;-0,3999;3,456
171,612000;2,5673;-3,0926;-2,0477;4,511
171,632000;2,4506;-3,4963;-2,2222;4,813
171,648000;2,3434;-3,7203;-2,2122;4,922
171,668000;2,2483;-3,3364;-2,5095;4,742
171,688000;1,9119;-2,8164;-2,7072;4,349
171,711000;1,9420;-2,6270;-2,8751;4,352
171,734000;1,7461;-2,1895;-2,9476;4,066
171,748000;0,9435;-1,6600;-3,0040;3,559
171,768000;-0,3199;-1,4549;-2,1393;2,607
171,792000;-2,5405;-1,9940;2,9025;4,342
171,807000;-4,2240;-1,5449;12,3867;13,178
171,828000;-4,4123;-0,0902;11,4617;12,282
171,852000;-3,8833;1,3954;6,3297;7,556
171,873000;-5,2760;2,4719;3,2353;6,664
171,888000;-6,0506;5,1210;-7,8047;11,124
171,909000;-1,0518;4,7352;-8,5011;9,788
171,933000;1,3160;3,9233;-1,2340;4,318
171,949000;-0,2398;4,1110;0,0824;4,119
171,973000;-1,7807;4,2869;-1,5864;4,906
171,990000;-1,8238;3,8267;-1,2944;4,432
172,009000;-0,6309;3,1711;-1,2596;3,470
172,035000;1,1662;2,9411;-1,0561;3,336
172,052000;2,1602;2,4698;-1,6677;3,681
172,076000;2,5851;1,5229;-2,1544;3,694
172,095000;2,8169;0,0635;-1,6971;3,289
172,111000;3,4386;-1,0346;-1,2655;3,807
172,130000;3,6715;-1,7037;-1,8063;4,432
172,150000;4,6805;-2,2966;-1,4348;5,407
172,170000;5,2653;-2,5516;-0,7543;5,899
172,190000;4,6940;-2,4354;-0,0796;5,289
172,210000;3,4433;-2,1856;0,4436;4,102
172,231000;2,5580;-2,0732;1,2876;3,535
172,250000;2,2058;-2,1001;2,2576;3,791
172,271000;1,0172;-1,7117;2,9238;3,537
172,291000;-0,2635;-1,1378;4,0229;4,189
172,311000;-1,2264;-0,5638;5,2623;5,433
172,335000;-2,1294;-0,3749;7,1530;7,473
172,357000;-4,0213;0,1697;7,6951;8,684
172,372000;-5,7598;2,0298;3,1496;6,871
172,398000;-6,3654;3,8353;-4,6337;8,758
172,417000;-5,1732;4,1719;-8,9534;11,150
172,438000;-3,6211;2,7396;-4,4836;6,381
172,453000;-1,0087;1,4209;1,4522;2,268
172,474000;1,9438;1,8806;0,9709;2,874
172,493000;2,1150;3,2535;-2,1760;4,449
172,512000;1,0116;3,6024;-0,4174;3,765
172,532000;1,5412;3,2129;3,9584;5,326
172,554000;1,1675;2,4852;6,2234;6,802
172,578000;0,1442;1,8400;3,7589;4,188
172,599000;0,0159;1,4215;-1,0703;1,779
172,619000;0,5483;0,2010;-1,3893;1,507
172,636000;0,4437;-1,6968;1,4563;2,280
172,658000;1,4298;-2,3733;1,2163;3,026
172,680000;2,4714;-2,7320;-1,3956;3,939
172,694000;2,6770;-3,1919;-1,9987;4,621
172,715000;2,7908;-3,5961;-1,7126;4,864
172,738000;2,6182;-3,5143;-2,0484;4,837
172,761000;2,3881;-3,1493;-2,3125;4,579
172,780000;2,3750;-2,7189;-2,6198;4,461
172,800000;2,2275;-2,2369;-3,1716;4,475
172,815000;1,6899;-2,0039;-3,0082;3,990
172,840000;0,9145;-1,9681;-2,2196;3,104
172,858000;-0,3258;-2,0596;-1,2705;2,442
172,881000;-2,1907;-2,1340;1,1463;3,266
172,903000;-5,0106;-1,9854;7,8463;9,519
172,918000;-5,2751;-1,2587;10,2459;11,593
172,939000;-4,2331;-0,5590;4,8417;6,456
172,959000;-3,4545;-1,1922;2,3083;4,322
172,980000;-4,4337;0,0006;-0,9976;4,545
173,001000;-4,6136;2,9888;-5,1642;7,542
173,024000;-1,3842;5,2953;-5,0357;7,437
173,038000;0,9359;6,0109;-1,7488;6,330
173,062000;0,8344;5,7212;1,3092;5,928
173,078000;0,2440;5,7554;1,2850;5,902
173,100000;-0,1472;5,2719;-0,5211;5,300
173,123000;0,1610;4,7666;-1,0015;4,873
173,141000;1,7558;4,7572;-2,6563;5,724
173,163000;2,7887;3,7633;-3,0025;5,564
173,184000;3,0991;1,9696;-1,4296;3,941
173,203000;3,6191;0,5488;-0,4486;3,688
173,223000;4,5404;-0,5325;-0,1612;4,574
173,238000;4,5309;-1,7689;0,4671;4,886
173,263000;4,1949;-2,4192;0,8997;4,925
173,285000;3,8491;-2,8954;0,7177;4,870
173,300000;3,3109;-3,2058;0,5647;4,643
173,318000;2,5253;-3,2809;0,2813;4,150
173,338000;1,6539;-3,2138;0,1439;3,617
173,359000;0,5105;-3,0266;0,4073;3,096
173,384000;-0,7545;-2,8082;1,0328;3,086
173,400000;-1,7385;-2,5190;1,5600;3,435
173,424000;-2,3104;-2,0800;1,1547;3,316
173,445000;-2,8676;-1,2643;0,5448;3,181
173,459000;-3,8655;-0,3217;0,4431;3,904
173,485000;-4,9477;1,2114;-1,1872;5,230
173,501000;-4,9387;2,0183;-2,2250;5,781
173,525000;-4,3007;1,5511;2,1474;5,051
173,545000;-3,4901;2,0564;6,5573;7,708
173,560000;-1,6714;3,1083;5,7776;6,770
173,584000;0,6351;3,6611;2,3637;4,404
173,606000;1,2298;4,1554;-0,2549;4,341
173,626000;0,9050;4,1129;-0,4230;4,232
173,645000;0,2980;3,5855;0,0200;3,598
179,544000;7,8942;-3,4194;-1,5802;8,747
179,561000;5,7668;-3,1267;-0,9601;6,630
179,581000;1,9259;0,3869;-0,4707;2,020
179,605000;-1,7688;6,0450;0,0345;6,299
179,627000;-0,4855;7,6264;-3,6853;8,484
179,646000;-4,1521;9,4305;-4,7125;11,331
179,669000;-9,3358;9,3898;-1,5060;13,326
195,268000;4,9483;-2,8106;0,4095;5,706
195,289000;5,0301;-3,5777;1,4053;6,331
195,309000;5,1388;-3,9435;1,4648;6,641
195,329000;4,5728;-4,0227;0,8199;6,145
195,349000;3,7299;-3,8685;0,5578;5,403
195,369000;3,3679;-3,2268;-2,0516;5,095
303,198000;1,4845;0,4254;3,4679;3,796
303,214000;1,1490;1,0853;2,9276;3,327
303,235000;0,4906;1,4716;2,2939;2,769
303,255000;-1,0643;1,8489;-0,7585;2,264
303,276000;-0,6607;0,7566;-2,8522;3,024
303,297000;1,6332;-0,7961;-2,4807;3,075
303,316000;0,3624;0,3826;-1,6055;1,690
303,335000;-0,3974;1,2272;-1,7067;2,139
303,358000;-0,3106;1,3615;-0,5254;1,492
303,377000;0,9371;-0,7715;-1,2257;1,725
303,398000;1,4040;-1,8084;-1,1474;2,561
303,417000;-1,4085;0,8916;0,2757;1,690
303,438000;-1,2643;0,0042;0,7829;1,487
303,457000;-1,5081;-0,2770;-0,1785;1,544
303,477000;-0,5160;-0,4993;-0,7389;1,030
303,497000;0,5389;-0,6178;-0,5414;0,982
303,516000;0,5847;-0,4074;0,0986;0,719
303,538000;0,3417;-0,5248;0,5888;0,860
303,558000;0,2070;-0,6798;0,6913;0,991
303,579000;-0,2243;-0,2403;0,3660;0,492
303,599000;0,1080;0,0256;0,2610;0,284
303,618000;0,7550;-0,0489;-0,0113;0,757
303,639000;1,1102;-0,8366;-0,3717;1,439
303,658000;0,4620;-0,6067;0,3136;0,825
303,679000;0,1702;-0,6765;0,6167;0,931
303,700000;0,2815;-0,5057;-0,1378;0,595
303,719000;-0,0954;-0,1498;-0,1897;0,260
303,740000;-0,2356;-0,5967;0,4593;0,789
303,759000;-0,2866;-0,2702;0,8346;0,923
303,779000;-0,2106;-0,0526;0,5883;0,627
303,800000;0,0999;-0,1867;0,3549;0,413
303,820000;0,1705;0,4231;0,3129;0,553
303,840000;0,5499;0,0689;-0,1566;0,576
303,860000;0,5721;-0,5168;-0,3438;0,844
303,879000;0,1837;-0,3669;-0,2282;0,470
303,901000;-0,0655;-0,0853;-0,5404;0,551
303,920000;-0,0992;-0,2829;-0,7377;0,796
303,941000;-0,0349;-0,6345;-0,1262;0,648
303,959000;-0,0042;-0,6463;0,4590;0,793
303,982000;-0,0436;-0,7127;0,1225;0,724
304,000000;-0,0746;-0,6436;-0,4781;0,805
304,021000;0,0005;-0,8464;-0,4072;0,939
304,040000;0,1911;-0,8635;0,0829;0,888
304,061000;0,0480;-0,3306;0,1547;0,368
304,081000;0,1302;-0,4778;-0,2862;0,572
304,102000;-0,0242;-0,3636;-0,1111;0,381
304,121000;-0,0635;-0,1481;0,1247;0,204
304,143000;0,2216;-0,2661;0,0947;0,359
304,161000;0,3569;-0,2161;-0,1158;0,433
304,182000;0,3250;-0,1625;-0,0434;0,366
304,201000;0,3057;-0,1166;0,3013;0,445
304,223000;0,5662;-0,4666;0,4964;0,886
304,241000;0,1709;-0,0896;0,0741;0,207
304,263000;0,0546;-0,1054;-0,2419;0,269
304,282000;0,1018;-0,1166;0,0486;0,162
304,304000;0,1265;-0,1483;0,3039;0,361
304,323000;0,0837;-0,1916;0,3753;0,430
304,344000;0,0829;-0,1903;0,0560;0,215
304,362000;0,1306;-0,2924;-0,4128;0,522
304,384000;0,0212;-0,3915;-0,5258;0,656
304,402000;-0,1693;-0,4379;-0,2131;0,516
304,424000;-0,0831;-0,4291;-0,0253;0,438
304,442000;0,0089;-0,3442;-0,0569;0,349
304,465000;-0,0616;-0,3063;0,1824;0,362
304,483000;0,0465;-0,3063;0,2512;0,399
304,503000;0,2537;-0,2549;0,0222;0,360
304,522000;0,2929;-0,1604;-0,1012;0,349
304,545000;-0,0864;-0,1805;0,4110;0,457
304,563000;-0,2445;-0,2939;0,7362;0,830
304,586000;-0,0468;-0,3113;0,2905;0,428
304,604000;0,0115;-0,3109;-0,1733;0,356
304,626000;-0,1012;-0,4044;-0,0874;0,426
304,643000;-0,0965;-0,2634;-0,0353;0,283
304,666000;0,2012;-0,3733;-0,3142;0,528
304,684000;0,1072;-0,3202;-0,2718;0,433
304,707000;0,0027;-0,2726;0,1774;0,325
304,724000;-0,0652;-0,3245;0,3842;0,507
304,744000;-0,0070;-0,3465;0,1928;0,397
304,765000;0,1030;-0,3740;-0,0057;0,388
304,787000;-0,1558;-0,2357;0,2151;0,355
304,804000;-0,3759;-0,0601;0,2960;0,482
304,827000;0,3318;-0,7623;0,1157;0,839
304,845000;0,2600;-0,3631;0,1827;0,482
304,867000;0,0526;-0,2614;0,1113;0,289
304,886000;0,1092;-0,2895;-0,0458;0,313
304,906000;0,2885;-0,2367;-0,2690;0,460
304,926000;0,2893;-0,2466;-0,1649;0,414
304,946000;0,1255;-0,2993;0,1150;0,344
304,966000;0,1818;-0,4509;0,5404;0,727
304,988000;0,0912;-0,0970;0,4641;0,483
305,006000;-0,2467;0,1691;-0,3567;0,466
305,032000;-0,0166;-0,1011;-0,4843;0,495
305,047000;0,2696;-0,2047;0,1799;0,383
305,068000;0,5710;-0,1870;0,7878;0,991
305,087000;0,2513;-0,5468;1,0447;1,206
305,109000;0,0982;-0,8486;0,6910;1,099
305,128000;0,1959;-0,3973;0,6820;0,813
305,149000;0,1889;-0,0294;0,2999;0,356
305,169000;0,0387;-0,1525;-0,3567;0,390
305,189000;-0,4071;-0,3354;-1,1121;1,231
305,208000;-0,3258;-0,3860;-0,9821;1,104
305,229000;-0,3041;-0,4691;-0,4419;0,713
305,248000;-0,3348;-0,3707;-0,2996;0,582
305,270000;0,1824;-0,2188;-0,1228;0,310
305,289000;0,4459;-0,4401;-0,1458;0,643
305,311000;0,2857;-0,5552;-0,0376;0,625
305,328000;0,3045;-0,6820;-0,1477;0,761
305,351000;0,4152;-0,6359;-0,0886;0,765
305,369000;0,1743;-0,3170;0,3265;0,487
305,392000;0,0408;-0,2970;0,4930;0,577
305,410000;0,2706;-0,3532;0,4612;0,641
305,432000;0,3464;-0,2471;0,1242;0,443
305,452000;0,1267;0,0036;-0,1618;0,206
305,472000;-0,5328;0,6273;-0,1146;0,831
305,491000;-0,5084;0,4839;0,0809;0,707
305,510000;-0,3912;0,1220;-0,0525;0,413
305,531000;-0,2608;0,0447;-0,2710;0,379
305,553000;-0,1744;0,1999;0,1995;0,332
305,572000;0,0116;0,0510;0,4256;0,429
305,592000;-0,0526;-0,0850;0,2369;0,257
305,611000;0,1356;-0,2257;-0,0436;0,267
305,632000;0,2386;-0,1384;0,1883;0,334
305,652000;0,2266;-0,2637;0,0757;0,356
305,673000;0,4948;-0,6162;-0,4974;0,934
305,691000;0,7373;-0,9267;-0,3337;1,230
305,714000;0,7938;-1,0861;0,7085;1,520
305,732000;0,9372;-1,3263;1,7258;2,370
305,754000;1,0005;-1,0515;1,6924;2,230
305,772000;0,1373;-0,1159;0,8276;0,847
305,794000;-0,1776;-0,2692;0,6301;0,708
305,813000;0,0421;-0,3935;0,3648;0,538
305,834000;-0,0657;-0,2236;-0,2997;0,380
305,855000;-0,1459;-0,2311;-0,4689;0,543
305,874000;0,1132;-0,3444;-0,2791;0,457
305,895000;0,1991;-0,4500;-0,3807;0,622
305,915000;0,2080;-0,5777;-0,1203;0,626
305,933000;-0,2608;-0,1285;-0,1623;0,333
305,955000;0,0415;-0,3360;0,3252;0,469
305,973000;0,0489;-0,4802;0,4888;0,687
305,995000;0,1629;-0,3195;0,0856;0,369
306,014000;0,3469;-0,1100;-0,0682;0,370
306,035000;-0,0116;-0,2621;-0,0241;0,263
306,053000;-0,2416;-0,2222;0,3337;0,468
306,076000;0,5015;-0,6034;0,1456;0,798
